"PROBEID","ENTREZID"
"12332","211811_s_at","56142"
"12333","211811_s_at","56143"
"12334","211812_s_at","8706"
"12335","211813_x_at","1634"
"12336","211814_s_at","9134"
"12337","211815_s_at","23163"
"12338","211816_x_at","2204"
"12339","211817_s_at","3762"
"12340","211818_s_at","5143"
"12341","211818_s_at","729966"
"12342","211819_s_at","10580"
"12343","211820_x_at","2993"
"12344","211821_x_at","2993"
"12345","211822_s_at","22861"
"12346","211823_s_at","5829"
"12347","211824_x_at","22861"
"12348","211825_s_at","2313"
"12349","211826_s_at","4299"
"12350","211827_s_at","3752"
"12351","211828_s_at","23043"
"12352","211829_s_at","2852"
"12353","211830_s_at","8911"
"12354","211831_s_at","7066"
"12355","211832_s_at","4193"
"12356","211833_s_at","581"
"12357","211834_s_at","8626"
"12358","211835_at","3514"
"12359","211836_s_at","4340"
"12360","211837_s_at","171558"
"12361","211838_x_at","56143"
"12362","211839_s_at","1435"
"12363","211840_s_at","5144"
"12364","211841_s_at","8718"
"12365","211842_s_at","9187"
"12366","211843_x_at","100861540"
"12367","211844_s_at","8828"
"12368","211845_at","5818"
"12369","211846_s_at","5818"
"12370","211848_s_at","1087"
"12371","211849_s_at","8732"
"12372","211851_x_at","672"
"12373","211852_s_at","8455"
"12374","211855_s_at","9016"
"12375","211856_x_at","940"
"12376","211858_x_at","2778"
"12377","211861_x_at","940"
"12378","211862_x_at","8837"
"12379","211863_x_at","3077"
"12380","211864_s_at","26509"
"12381","211865_s_at","51343"
"12382","211866_x_at","3077"
"12383","211867_s_at","56139"
"12384","211868_x_at","3492"
"12385","211868_x_at","3493"
"12386","211868_x_at","3494"
"12387","211868_x_at","3495"
"12388","211868_x_at","3500"
"12389","211868_x_at","3501"
"12390","211868_x_at","3502"
"12391","211868_x_at","3507"
"12392","211868_x_at","28396"
"12394","211870_s_at","56145"
"12395","211870_s_at","56146"
"12396","211871_x_at","10681"
"12397","211872_s_at","8786"
"12398","211873_s_at","56107"
"12399","211874_s_at","23522"
"12400","211875_x_at","56106"
"12401","211876_x_at","56105"
"12402","211876_x_at","5098"
"12403","211876_x_at","26025"
"12404","211876_x_at","56106"
"12405","211876_x_at","56109"
"12406","211876_x_at","56110"
"12407","211876_x_at","56112"
"12408","211877_s_at","56105"
"12409","211877_s_at","5098"
"12411","211879_x_at","56112"
"12412","211880_x_at","56114"
"12413","211881_x_at","28831"
"12414","211882_x_at","2528"
"12415","211883_x_at","634"
"12416","211884_s_at","4261"
"12417","211885_x_at","2528"
"12418","211886_s_at","6910"
"12419","211887_x_at","4481"
"12420","211888_x_at","843"
"12421","211889_x_at","634"
"12422","211890_x_at","825"
"12423","211891_s_at","50649"
"12424","211892_s_at","5740"
"12425","211893_x_at","923"
"12426","211894_x_at","23544"
"12427","211896_s_at","1634"
"12428","211897_s_at","1394"
"12429","211898_s_at","2047"
"12430","211899_s_at","9618"
"12431","211900_x_at","923"
"12432","211901_s_at","5141"
"12433","211902_x_at","10730"
"12434","211903_s_at","4352"
"12435","211904_x_at","5893"
"12436","211905_s_at","3691"
"12437","211906_s_at","6318"
"12438","211907_s_at","84612"
"12439","211908_x_at","50802"
"12440","211909_x_at","5733"
"12442","211911_x_at","3106"
"12443","211912_at","10461"
"12444","211913_s_at","10461"
"12445","211914_x_at","4763"
"12446","211915_s_at","56604"
"12447","211916_s_at","4640"
"12448","211917_s_at","5618"
"12449","211918_x_at","60676"
"12450","211919_s_at","7852"
"12451","211920_at","629"
"12452","211921_x_at","5757"
"12453","211921_x_at","728026"
"12454","211921_x_at","100302285"
"12455","211921_x_at","100422872"
"12456","211921_x_at","100422885"
"12457","211921_x_at","100506248"
"12458","211922_s_at","847"
"12459","211923_s_at","57573"
"12460","211924_s_at","5329"
"12461","211925_s_at","23236"
"12462","211926_s_at","4627"
"12463","211927_x_at","1937"
"12464","211927_x_at","100500804"
"12465","211928_at","1778"
"12466","211929_at","220988"
"12467","211930_at","220988"
"12468","211931_s_at","10151"
"12469","211931_s_at","220988"
"12470","211932_at","220988"
"12471","211933_s_at","220988"
"12472","211933_s_at","10151"
"12473","211934_x_at","23193"
"12474","211935_at","23204"
"12475","211936_at","3309"
"12476","211937_at","1975"
"12477","211938_at","1975"
"12478","211939_x_at","689"
"12479","211940_x_at","3020"
"12480","211940_x_at","3021"
"12481","211940_x_at","440926"
"12482","211941_s_at","5037"
"12483","211942_x_at","23521"
"12484","211942_x_at","26816"
"12485","211942_x_at","26817"
"12486","211942_x_at","26818"
"12487","211942_x_at","26819"
"12488","211942_x_at","644511"
"12489","211942_x_at","728658"
"12490","211943_x_at","7178"
"12491","211944_at","23215"
"12492","211945_s_at","3688"
"12493","211946_s_at","23215"
"12494","211947_s_at","23215"
"12495","211948_x_at","23215"
"12496","211949_s_at","9221"
"12497","211950_at","23352"
"12498","211951_at","9221"
"12499","211952_at","3843"
"12500","211953_s_at","3843"
"12501","211954_s_at","3843"
"12502","211955_at","3843"
"12503","211956_s_at","10209"
"12504","211958_at","3488"
"12505","211959_at","3488"
"12506","211960_s_at","7879"
"12507","211961_s_at","7879"
"12508","211962_s_at","677"
"12509","211963_s_at","10092"
"12510","211964_at","1284"
"12511","211965_at","677"
"12512","211966_at","1284"
"12513","211967_at","114908"
"12514","211968_s_at","3320"
"12515","211969_at","3320"
"12516","211970_x_at","71"
"12517","211970_x_at","60"
"12518","211971_s_at","10128"
"12519","211972_x_at","6175"
"12520","211973_at","11165"
"12521","211974_x_at","3516"
"12522","211975_at","84364"
"12523","211976_at","11165"
"12524","211977_at","57720"
"12525","211978_x_at","5478"
"12526","211979_at","57720"
"12527","211980_at","1282"
"12528","211981_at","1282"
"12529","211982_x_at","23214"
"12530","211983_x_at","71"
"12531","211983_x_at","60"
"12532","211984_at","801"
"12533","211984_at","805"
"12534","211984_at","808"
"12535","211985_s_at","801"
"12536","211985_s_at","805"
"12537","211985_s_at","808"
"12538","211986_at","79026"
"12539","211987_at","7155"
"12540","211988_at","6605"
"12541","211989_at","6605"
"12542","211990_at","3113"
"12543","211991_s_at","3113"
"12544","211992_at","65125"
"12545","211993_at","65125"
"12546","211994_at","65125"
"12547","211995_x_at","71"
"12548","211995_x_at","60"
"12549","211996_s_at","23117"
"12550","211996_s_at","440345"
"12551","211996_s_at","613037"
"12552","211996_s_at","728888"
"12553","211996_s_at","100132247"
"12554","211996_s_at","100288332"
"12555","211996_s_at","101060275"
"12556","211997_x_at","3021"
"12557","211997_x_at","3020"
"12558","211997_x_at","100616282"
"12559","211998_at","3021"
"12560","211998_at","3020"
"12561","211998_at","100616282"
"12562","211999_at","3020"
"12563","211999_at","3021"
"12564","211999_at","100616282"
"12565","212000_at","10147"
"12566","212001_at","10147"
"12567","212002_at","26099"
"12568","212003_at","26099"
"12569","212004_at","26099"
"12570","212005_at","26099"
"12571","212006_at","23190"
"12572","212007_at","23190"
"12573","212008_at","23190"
"12574","212009_s_at","10963"
"12575","212010_s_at","55573"
"12576","212012_at","7837"
"12577","212013_at","7837"
"12578","212014_x_at","960"
"12579","212015_x_at","5725"
"12580","212015_x_at","100616459"
"12581","212016_s_at","5725"
"12582","212016_s_at","100616459"
"12583","212017_at","130074"
"12584","212018_s_at","26156"
"12585","212019_at","26156"
"12586","212020_s_at","4288"
"12587","212021_s_at","4288"
"12588","212022_s_at","4288"
"12589","212023_s_at","4288"
"12590","212024_x_at","2314"
"12591","212025_s_at","2314"
"12592","212026_s_at","23265"
"12593","212027_at","58517"
"12594","212028_at","58517"
"12595","212029_s_at","53635"
"12596","212029_s_at","101928378"
"12597","212030_at","58517"
"12598","212031_at","58517"
"12599","212032_s_at","53635"
"12600","212033_at","58517"
"12601","212034_s_at","23265"
"12602","212035_s_at","23265"
"12603","212036_s_at","5411"
"12604","212037_at","5411"
"12605","212038_s_at","7416"
"12606","212039_x_at","6122"
"12607","212039_x_at","116936"
"12608","212039_x_at","116938"
"12609","212040_at","10618"
"12610","212041_at","9114"
"12611","212042_x_at","6129"
"12612","212043_at","10618"
"12613","212044_s_at","6157"
"12614","212045_at","2734"
"12615","212046_x_at","5595"
"12616","212047_s_at","26001"
"12617","212048_s_at","8565"
"12618","212049_at","147179"
"12619","212050_at","147179"
"12620","212051_at","147179"
"12621","212052_s_at","23061"
"12622","212053_at","23042"
"12623","212053_at","102724985"
"12624","212054_x_at","23061"
"12625","212055_at","25941"
"12626","212056_at","23199"
"12627","212057_at","23199"
"12628","212058_at","23350"
"12629","212059_s_at","26133"
"12630","212060_at","23350"
"12631","212061_at","23350"
"12632","212062_at","10079"
"12633","212063_at","960"
"12634","212064_x_at","4150"
"12635","212065_s_at","9736"
"12636","212066_s_at","9736"
"12637","212067_s_at","715"
"12638","212068_s_at","84726"
"12639","212069_s_at","84726"
"12640","212070_at","9289"
"12641","212071_s_at","6711"
"12642","212072_s_at","1457"
"12643","212073_at","1457"
"12644","212074_at","23353"
"12645","212075_s_at","1457"
"12646","212076_at","4297"
"12647","212077_at","800"
"12648","212078_s_at","4297"
"12649","212079_s_at","4297"
"12650","212080_at","4297"
"12651","212081_x_at","7916"
"12652","212082_s_at","4637"
"12653","212083_at","113419"
"12654","212084_at","113419"
"12655","212085_at","293"
"12656","212086_x_at","4000"
"12657","212087_s_at","26284"
"12658","212088_at","23203"
"12659","212089_at","4000"
"12660","212090_at","2907"
"12661","212091_s_at","1291"
"12662","212092_at","23089"
"12663","212093_s_at","57509"
"12664","212094_at","23089"
"12665","212095_s_at","57509"
"12666","212096_s_at","57509"
"12667","212097_at","857"
"12668","212098_at","4249"
"12669","212099_at","388"
"12670","212100_s_at","84271"
"12671","212101_at","23633"
"12672","212102_s_at","23633"
"12673","212103_at","23633"
"12674","212104_s_at","23543"
"12675","212105_s_at","1660"
"12676","212106_at","23197"
"12677","212107_s_at","1660"
"12678","212108_at","23197"
"12679","212109_at","90861"
"12680","212110_at","23516"
"12681","212111_at","23673"
"12682","212112_s_at","23673"
"12683","212113_at","552889"
"12684","212114_at","552889"
"12685","212115_at","90861"
"12686","212116_at","5987"
"12687","212117_at","5281"
"12688","212117_at","23433"
"12689","212118_at","5987"
"12690","212119_at","23433"
"12691","212120_at","23433"
"12692","212121_at","26123"
"12693","212122_at","23433"
"12694","212123_at","26123"
"12695","212124_at","57178"
"12696","212125_at","5905"
"12697","212126_at","23468"
"12698","212127_at","5905"
"12699","212128_s_at","1605"
"12700","212129_at","81614"
"12701","212130_x_at","10209"
"12702","212131_at","26065"
"12703","212132_at","26065"
"12704","212133_at","81614"
"12705","212134_at","23187"
"12706","212134_at","102466719"
"12707","212135_s_at","493"
"12708","212136_at","493"
"12709","212137_at","23367"
"12710","212138_at","23244"
"12711","212139_at","10985"
"12712","212140_at","23244"
"12713","212141_at","4173"
"12714","212142_at","4173"
"12715","212143_s_at","3486"
"12716","212144_at","25777"
"12717","212145_at","23107"
"12718","212146_at","23207"
"12719","212147_at","23381"
"12720","212148_at","5087"
"12721","212149_at","23167"
"12722","212150_at","23167"
"12723","212151_at","5087"
"12724","212152_x_at","8289"
"12725","212153_at","23126"
"12726","212154_at","6383"
"12727","212155_at","149603"
"12728","212156_at","23339"
"12729","212157_at","6383"
"12730","212158_at","6383"
"12731","212159_x_at","161"
"12732","212160_at","11260"
"12733","212161_at","161"
"12734","212162_at","57498"
"12735","212163_at","57498"
"12736","212164_at","92703"
"12737","212164_at","653659"
"12738","212165_at","92703"
"12739","212165_at","653659"
"12740","212166_at","23039"
"12741","212167_s_at","6598"
"12742","212168_at","10137"
"12743","212169_at","11328"
"12744","212170_at","10137"
"12745","212171_x_at","7422"
"12746","212172_at","204"
"12747","212173_at","204"
"12748","212174_at","204"
"12749","212175_s_at","204"
"12750","212176_at","25957"
"12751","212177_at","25957"
"12752","212178_s_at","9883"
"12753","212178_s_at","100101267"
"12754","212179_at","25957"
"12755","212180_at","1399"
"12756","212181_s_at","11163"
"12757","212181_s_at","170688"
"12758","212181_s_at","440672"
"12759","212182_at","11163"
"12760","212183_at","11163"
"12761","212183_at","440672"
"12762","212184_s_at","23118"
"12763","212185_x_at","4502"
"12764","212186_at","31"
"12765","212187_x_at","5730"
"12766","212188_at","115207"
"12767","212189_s_at","25839"
"12768","212190_at","5270"
"12769","212191_x_at","6137"
"12770","212191_x_at","606500"
"12771","212192_at","115207"
"12772","212193_s_at","23367"
"12773","212194_s_at","9777"
"12774","212195_at","3572"
"12775","212196_at","3572"
"12776","212197_x_at","23164"
"12777","212198_s_at","9777"
"12778","212199_at","114932"
"12779","212200_at","23141"
"12780","212201_at","23141"
"12781","212202_s_at","25963"
"12782","212203_x_at","10410"
"12783","212204_at","25963"
"12784","212205_at","94239"
"12785","212206_s_at","94239"
"12786","212207_at","23389"
"12787","212208_at","23389"
"12788","212209_at","23389"
"12789","212210_at","26173"
"12790","212211_at","26057"
"12791","212212_s_at","26173"
"12792","212213_x_at","4976"
"12793","212214_at","4976"
"12794","212215_at","9581"
"12795","212216_at","9581"
"12796","212217_at","9581"
"12797","212218_s_at","2194"
"12798","212219_at","23198"
"12799","212220_at","23198"
"12800","212221_x_at","3423"
"12801","212222_at","23198"
"12802","212223_at","3423"
"12803","212224_at","216"
"12804","212225_at","10209"
"12805","212226_s_at","8613"
"12806","212227_x_at","10209"
"12807","212228_s_at","57017"
"12808","212229_s_at","23014"
"12809","212230_at","8613"
"12810","212231_at","23014"
"12811","212232_at","23360"
"12812","212233_at","4131"
"12813","212234_at","171023"
"12814","212235_at","23129"
"12815","212236_x_at","3728"
"12816","212236_x_at","3872"
"12817","212237_at","171023"
"12818","212238_at","171023"
"12819","212239_at","5295"
"12820","212240_s_at","5295"
"12821","212241_at","81488"
"12822","212241_at","145781"
"12823","212241_at","100820829"
"12824","212242_at","7277"
"12825","212243_at","81488"
"12826","212243_at","145781"
"12827","212244_at","81488"
"12828","212244_at","145781"
"12829","212245_at","90411"
"12830","212246_at","90411"
"12831","212247_at","23165"
"12832","212248_at","92140"
"12833","212249_at","5295"
"12834","212250_at","92140"
"12835","212251_at","92140"
"12836","212252_at","10645"
"12837","212253_x_at","667"
"12838","212254_s_at","667"
"12839","212255_s_at","27032"
"12840","212256_at","55568"
"12841","212257_s_at","6595"
"12842","212258_s_at","6595"
"12843","212259_s_at","57326"
"12844","212260_at","26058"
"12845","212261_at","26058"
"12846","212262_at","9444"
"12847","212263_at","9444"
"12848","212264_s_at","23063"
"12849","212265_at","9444"
"12850","212266_s_at","6430"
"12851","212267_at","23063"
"12852","212268_at","1992"
"12853","212269_s_at","8888"
"12854","212270_x_at","6139"
"12855","212270_x_at","26790"
"12856","212270_x_at","26791"
"12857","212270_x_at","497661"
"12858","212270_x_at","100124516"
"12859","212270_x_at","100526842"
"12860","212271_at","5594"
"12861","212272_at","23175"
"12862","212273_x_at","2778"
"12863","212274_at","23175"
"12864","212275_s_at","10847"
"12865","212276_at","23175"
"12866","212277_at","9110"
"12867","212278_x_at","7337"
"12868","212279_at","27346"
"12869","212280_x_at","23192"
"12870","212281_s_at","27346"
"12871","212282_at","27346"
"12872","212283_at","375790"
"12873","212284_x_at","7178"
"12874","212285_s_at","375790"
"12875","212286_at","23253"
"12876","212287_at","23512"
"12877","212288_at","23048"
"12878","212289_at","23253"
"12879","212290_at","6541"
"12880","212291_at","204851"
"12881","212292_at","6541"
"12882","212293_at","204851"
"12883","212294_at","55970"
"12884","212295_s_at","6541"
"12885","212296_at","10213"
"12886","212297_at","79572"
"12887","212298_at","8829"
"12888","212299_at","91754"
"12889","212300_at","200081"
"12890","212301_at","23168"
"12891","212302_at","23168"
"12892","212303_x_at","8570"
"12893","212305_s_at","375056"
"12894","212306_at","23122"
"12895","212307_s_at","8473"
"12896","212308_at","23122"
"12897","212309_at","23122"
"12898","212310_at","375056"
"12899","212311_at","23231"
"12900","212312_at","598"
"12901","212313_at","91782"
"12902","212314_at","23231"
"12903","212315_s_at","23225"
"12904","212316_at","23225"
"12905","212317_at","23534"
"12906","212318_at","23534"
"12907","212319_at","9905"
"12908","212320_at","203068"
"12909","212321_at","8879"
"12910","212322_at","8879"
"12911","212323_s_at","55187"
"12912","212324_s_at","55187"
"12913","212325_at","22998"
"12914","212326_at","55187"
"12915","212327_at","22998"
"12916","212328_at","22998"
"12917","212329_at","22937"
"12918","212330_at","7027"
"12919","212331_at","5934"
"12920","212332_at","5934"
"12921","212333_at","25940"
"12922","212334_at","2799"
"12923","212335_at","2799"
"12924","212336_at","2036"
"12925","212337_at","55000"
"12926","212338_at","4642"
"12927","212339_at","2036"
"12928","212340_at","286451"
"12929","212341_at","286451"
"12930","212342_at","286451"
"12931","212343_at","286451"
"12932","212344_at","23213"
"12933","212345_s_at","64764"
"12934","212346_s_at","10608"
"12935","212346_s_at","100616358"
"12936","212347_x_at","10608"
"12937","212347_x_at","100616358"
"12938","212348_s_at","23028"
"12939","212349_at","23509"
"12940","212350_at","23216"
"12941","212351_at","8893"
"12942","212352_s_at","10972"
"12943","212353_at","23213"
"12944","212354_at","23213"
"12945","212355_at","23351"
"12946","212356_at","23351"
"12947","212357_at","23201"
"12948","212358_at","25999"
"12949","212359_s_at","23053"
"12950","212360_at","271"
"12951","212361_s_at","488"
"12952","212362_at","488"
"12953","212363_x_at","71"
"12954","212363_x_at","60"
"12955","212364_at","4430"
"12956","212365_at","4430"
"12957","212366_at","23036"
"12958","212367_at","10116"
"12959","212368_at","23036"
"12960","212369_at","171017"
"12961","212370_x_at","387680"
"12962","212370_x_at","253725"
"12963","212371_at","51029"
"12964","212372_at","4628"
"12965","212373_at","10116"
"12966","212374_at","10116"
"12967","212375_at","57634"
"12968","212376_s_at","57634"
"12969","212377_s_at","4853"
"12970","212378_at","2618"
"12971","212379_at","2618"
"12972","212380_at","23070"
"12973","212381_at","23358"
"12974","212382_at","6925"
"12975","212383_at","535"
"12976","212384_at","7919"
"12977","212384_at","692199"
"12978","212384_at","100532737"
"12979","212385_at","6925"
"12980","212386_at","6925"
"12981","212387_at","6925"
"12982","212388_at","23358"
"12983","212389_at","6305"
"12984","212390_at","9659"
"12985","212390_at","100996724"
"12986","212391_x_at","6189"
"12987","212391_x_at","8944"
"12988","212392_s_at","9659"
"12989","212392_s_at","100996724"
"12990","212393_at","6305"
"12991","212394_at","23065"
"12992","212395_s_at","23065"
"12993","212396_s_at","23065"
"12994","212397_at","5962"
"12995","212398_at","5962"
"12996","212399_s_at","9686"
"12997","212400_at","399665"
"12998","212401_s_at","984"
"12999","212401_s_at","728642"
"13000","212402_at","23091"
"13001","212403_at","89910"
"13002","212404_s_at","89910"
"13003","212405_s_at","51603"
"13004","212406_s_at","55251"
"13005","212407_at","51603"
"13006","212408_at","26092"
"13007","212409_s_at","26092"
"13008","212410_at","221154"
"13009","212411_at","92856"
"13010","212412_at","10611"
"13011","212413_at","23157"
"13012","212414_s_at","23157"
"13013","212414_s_at","84656"
"13014","212415_at","23157"
"13015","212416_at","9522"
"13016","212417_at","9522"
"13017","212418_at","1997"
"13018","212419_at","219654"
"13019","212420_at","1997"
"13020","212421_at","23313"
"13021","212422_at","22984"
"13022","212423_at","219654"
"13023","212424_at","22984"
"13024","212425_at","9522"
"13025","212426_s_at","10971"
"13026","212427_at","23392"
"13027","212428_at","23392"
"13028","212429_s_at","2976"
"13029","212430_at","55544"
"13030","212431_at","22993"
"13031","212432_at","80273"
"13032","212433_x_at","6187"
"13033","212433_x_at","26784"
"13034","212434_at","80273"
"13035","212435_at","51592"
"13036","212436_at","51592"
"13037","212437_at","1059"
"13038","212438_at","11017"
"13039","212439_at","9807"
"13040","212440_at","11017"
"13041","212441_at","9778"
"13042","212442_s_at","253782"
"13043","212443_at","23218"
"13044","212444_at","9052"
"13045","212445_s_at","23327"
"13046","212446_s_at","253782"
"13047","212447_at","25948"
"13048","212448_at","23327"
"13049","212449_s_at","10434"
"13050","212450_at","9728"
"13051","212451_at","9728"
"13052","212452_x_at","23522"
"13053","212453_at","26128"
"13054","212454_x_at","9987"
"13055","212455_at","91746"
"13056","212456_at","23277"
"13057","212457_at","7030"
"13058","212458_at","200734"
"13059","212459_x_at","8801"
"13060","212460_at","171546"
"13061","212461_at","51582"
"13062","212462_at","23522"
"13063","212463_at","966"
"13064","212464_s_at","2335"
"13065","212465_at","84193"
"13066","212466_at","200734"
"13067","212467_at","23317"
"13068","212468_at","9043"
"13069","212469_at","25836"
"13070","212470_at","9043"
"13071","212471_at","23080"
"13072","212472_at","9645"
"13073","212473_s_at","9645"
"13074","212474_at","23080"
"13075","212475_at","23080"
"13076","212476_at","23527"
"13077","212477_at","23527"
"13078","212478_at","64795"
"13079","212479_s_at","64795"
"13080","212480_at","23384"
"13081","212481_s_at","7171"
"13082","212482_at","64795"
"13083","212483_at","25836"
"13084","212484_at","23625"
"13085","212485_at","23131"
"13086","212486_s_at","2534"
"13087","212487_at","23131"
"13088","212488_at","1289"
"13089","212489_at","1289"
"13090","212490_at","22826"
"13091","212491_s_at","22826"
"13092","212492_s_at","23030"
"13093","212493_s_at","29072"
"13094","212494_at","23371"
"13095","212495_at","23030"
"13096","212496_s_at","23030"
"13097","212497_at","93487"
"13098","212498_at","10299"
"13099","212499_s_at","93487"
"13100","212499_s_at","51077"
"13101","212500_at","84890"
"13102","212501_at","1051"
"13103","212502_at","84890"
"13104","212503_s_at","22982"
"13105","212504_at","22982"
"13106","212505_s_at","23383"
"13107","212506_at","8301"
"13108","212507_at","23505"
"13109","212508_at","64112"
"13110","212509_s_at","439921"
"13111","212510_at","23171"
"13112","212511_at","8301"
"13113","212512_s_at","78992"
"13114","212512_s_at","10498"
"13115","212513_s_at","23032"
"13116","212514_x_at","1654"
"13117","212515_s_at","1654"
"13118","212516_at","116985"
"13119","212517_at","8455"
"13120","212518_at","23396"
"13121","212519_at","7324"
"13122","212520_s_at","6597"
"13123","212521_s_at","5151"
"13124","212522_at","5151"
"13125","212523_s_at","23514"
"13126","212524_x_at","3014"
"13127","212525_s_at","3014"
"13128","212526_at","23111"
"13129","212527_at","27351"
"13130","212528_at","27351"
"13131","212529_at","124801"
"13132","212530_at","140609"
"13133","212531_at","3934"
"13134","212532_s_at","124801"
"13135","212533_at","7465"
"13136","212534_at","7572"
"13137","212535_at","145748"
"13138","212535_at","4205"
"13139","212536_at","23200"
"13140","212537_x_at","6139"
"13141","212537_x_at","26790"
"13142","212537_x_at","26791"
"13143","212537_x_at","497661"
"13144","212537_x_at","100124516"
"13145","212537_x_at","100526842"
"13146","212538_at","23348"
"13147","212539_at","9557"
"13148","212540_at","997"
"13149","212541_at","80308"
"13150","212542_s_at","55023"
"13151","212543_at","202"
"13152","212544_at","9326"
"13153","212545_s_at","23051"
"13154","212546_s_at","285527"
"13155","212547_at","8019"
"13156","212548_s_at","285527"
"13157","212549_at","6777"
"13158","212550_at","6777"
"13159","212551_at","10486"
"13160","212552_at","3241"
"13161","212553_at","23248"
"13162","212554_at","10486"
"13163","212555_at","5575"
"13164","212556_at","23513"
"13165","212557_at","26036"
"13166","212558_at","10252"
"13167","212559_at","5575"
"13168","212560_at","6653"
"13169","212561_at","23258"
"13170","212562_s_at","1522"
"13171","212563_at","23246"
"13172","212563_at","102465906"
"13173","212564_at","23510"
"13174","212565_at","23012"
"13175","212566_at","4134"
"13176","212567_s_at","4134"
"13177","212568_s_at","1737"
"13178","212569_at","23347"
"13179","212570_at","23052"
"13180","212571_at","57680"
"13181","212572_at","23012"
"13182","212573_at","23052"
"13183","212574_x_at","91304"
"13184","212575_at","91304"
"13185","212576_at","23295"
"13186","212577_at","23347"
"13187","212578_x_at","6218"
"13188","212579_at","23347"
"13189","212580_at","831"
"13190","212581_x_at","2597"
"13191","212582_at","114882"
"13192","212583_at","9716"
"13193","212584_at","9716"
"13194","212585_at","114882"
"13195","212586_at","831"
"13196","212587_s_at","5788"
"13197","212588_at","5788"
"13198","212589_at","22800"
"13199","212590_at","22800"
"13200","212591_at","23029"
"13201","212591_at","51742"
"13202","212592_at","3512"
"13203","212593_s_at","27250"
"13204","212593_s_at","100616113"
"13205","212594_at","27250"
"13206","212594_at","100616113"
"13207","212595_s_at","9802"
"13208","212596_s_at","10042"
"13209","212597_s_at","10042"
"13210","212598_at","23001"
"13211","212599_at","26053"
"13212","212600_s_at","7385"
"13213","212601_at","23140"
"13214","212602_at","23001"
"13215","212603_at","10240"
"13216","212604_at","10240"
"13217","212605_s_at","11165"
"13218","212606_at","23001"
"13219","212607_at","10000"
"13220","212608_s_at","11165"
"13221","212609_s_at","10000"
"13222","212610_at","5781"
"13223","212611_at","23220"
"13224","212612_at","23186"
"13225","212613_at","11118"
"13226","212614_at","84159"
"13227","212615_at","80205"
"13228","212616_at","80205"
"13229","212617_at","23060"
"13230","212618_at","23060"
"13231","212619_at","23306"
"13232","212620_at","23060"
"13233","212621_at","23306"
"13234","212622_at","440026"
"13235","212623_at","440026"
"13236","212624_s_at","1123"
"13237","212625_at","8677"
"13238","212626_x_at","3183"
"13239","212627_s_at","23016"
"13240","212628_at","5586"
"13241","212629_s_at","5586"
"13242","212630_at","11336"
"13243","212631_at","8417"
"13244","212632_at","8417"
"13245","212633_at","23376"
"13246","212634_at","23376"
"13247","212635_at","3842"
"13248","212636_at","9444"
"13249","212637_s_at","11059"
"13250","212638_s_at","11059"
"13251","212639_x_at","10376"
"13252","212640_at","201562"
"13253","212641_at","3097"
"13254","212642_s_at","3097"
"13255","212643_at","93487"
"13256","212644_s_at","93487"
"13257","212645_x_at","9577"
"13258","212646_at","23180"
"13259","212647_at","6237"
"13260","212648_at","54505"
"13261","212649_at","54505"
"13262","212650_at","23301"
"13263","212651_at","9886"
"13264","212652_s_at","8723"
"13265","212653_s_at","23301"
"13266","212654_at","7169"
"13267","212655_at","23174"
"13268","212656_at","10102"
"13269","212657_s_at","3557"
"13270","212658_at","10184"
"13271","212659_s_at","3557"
"13272","212660_at","23338"
"13273","212661_x_at","5478"
"13274","212662_at","5817"
"13275","212663_at","23307"
"13276","212664_at","10382"
"13277","212665_at","25976"
"13278","212666_at","57154"
"13279","212667_at","6678"
"13280","212668_at","57154"
"13281","212669_at","818"
"13282","212670_at","2006"
"13283","212671_s_at","3117"
"13284","212671_s_at","3118"
"13285","212672_at","472"
"13286","212673_at","23173"
"13287","212674_s_at","22907"
"13288","212675_s_at","23177"
"13289","212676_at","4763"
"13290","212677_s_at","23177"
"13291","212678_at","4763"
"13292","212679_at","26608"
"13293","212680_x_at","26472"
"13294","212681_at","23136"
"13295","212682_s_at","91289"
"13296","212683_at","9673"
"13297","212684_at","7551"
"13298","212685_s_at","26608"
"13299","212686_at","57460"
"13300","212687_at","3987"
"13301","212687_at","96626"
"13302","212687_at","100288695"
"13303","212688_at","5291"
"13304","212689_s_at","55818"
"13305","212690_at","23259"
"13306","212691_at","23511"
"13307","212692_s_at","987"
"13308","212693_at","23195"
"13309","212694_s_at","5096"
"13310","212695_at","1408"
"13311","212696_s_at","6047"
"13312","212697_at","162427"
"13313","212698_s_at","151011"
"13314","212699_at","192683"
"13315","212700_x_at","9842"
"13316","212700_x_at","440456"
"13317","212700_x_at","100422961"
"13318","212700_x_at","100423004"
"13319","212700_x_at","102464831"
"13320","212701_at","83660"
"13321","212702_s_at","23299"
"13322","212703_at","83660"
"13323","212704_at","23318"
"13324","212705_x_at","57104"
"13325","212706_at","10156"
"13326","212706_at","100271927"
"13327","212706_at","102724229"
"13328","212707_s_at","10156"
"13329","212707_s_at","401331"
"13330","212707_s_at","100271927"
"13331","212708_at","339287"
"13332","212709_at","23279"
"13333","212710_at","157922"
"13334","212711_at","157922"
"13335","212712_at","157922"
"13336","212713_at","4239"
"13337","212714_at","113251"
"13338","212715_s_at","57553"
"13339","212716_s_at","27335"
"13340","212717_at","9842"
"13341","212718_at","10914"
"13342","212719_at","23239"
"13343","212720_at","10914"
"13344","212721_at","140890"
