"PROBEID","ENTREZID"
"7141","207123_s_at","8785"
"7142","207124_s_at","10681"
"7143","207125_at","7768"
"7144","207126_x_at","54658"
"7145","207126_x_at","54575"
"7146","207126_x_at","54576"
"7147","207126_x_at","54578"
"7148","207126_x_at","54600"
"7149","207126_x_at","54657"
"7150","207127_s_at","3189"
"7151","207128_s_at","7766"
"7152","207129_at","11238"
"7153","207130_at","23613"
"7154","207131_x_at","2678"
"7155","207131_x_at","91227"
"7156","207131_x_at","92086"
"7157","207131_x_at","728441"
"7158","207132_x_at","5204"
"7159","207133_x_at","80216"
"7160","207134_x_at","64499"
"7161","207135_at","3356"
"7162","207136_at","407"
"7163","207137_at","4796"
"7164","207138_at","5253"
"7165","207139_at","495"
"7166","207140_at","248"
"7167","207141_s_at","3760"
"7168","207142_at","3760"
"7169","207143_at","1021"
"7170","207144_s_at","4435"
"7171","207145_at","2660"
"7172","207146_at","3882"
"7173","207147_at","1746"
"7174","207148_x_at","51778"
"7175","207149_at","1010"
"7176","207150_at","6572"
"7177","207151_at","117"
"7178","207152_at","4915"
"7179","207153_s_at","11146"
"7180","207154_at","1735"
"7181","207155_at","6910"
"7182","207156_at","8969"
"7183","207156_at","8329"
"7184","207156_at","8330"
"7185","207156_at","8332"
"7186","207156_at","8336"
"7187","207156_at","85235"
"7188","207157_s_at","2787"
"7189","207158_at","339"
"7190","207159_x_at","23373"
"7191","207160_at","3592"
"7192","207161_at","9808"
"7193","207162_s_at","774"
"7194","207163_s_at","207"
"7195","207164_s_at","10472"
"7196","207165_at","3161"
"7197","207166_at","2792"
"7198","207167_at","9398"
"7199","207168_s_at","9555"
"7200","207169_x_at","780"
"7201","207169_x_at","100616237"
"7202","207170_s_at","25875"
"7203","207172_s_at","1009"
"7204","207173_x_at","1009"
"7205","207174_at","2262"
"7206","207175_at","9370"
"7207","207176_s_at","941"
"7208","207177_at","5737"
"7209","207178_s_at","2444"
"7210","207179_at","3195"
"7211","207180_s_at","10553"
"7212","207181_s_at","840"
"7213","207182_at","2559"
"7214","207183_at","2842"
"7215","207184_at","6540"
"7216","207185_at","6554"
"7217","207186_s_at","2186"
"7218","207187_at","3718"
"7219","207188_at","1018"
"7220","207188_at","100529145"
"7221","207189_s_at","23140"
"7222","207190_at","23140"
"7223","207191_s_at","3671"
"7224","207192_at","1775"
"7225","207193_at","181"
"7226","207194_s_at","3386"
"7227","207195_at","27255"
"7228","207196_s_at","10318"
"7229","207197_at","7547"
"7230","207198_s_at","3987"
"7231","207198_s_at","100288695"
"7232","207199_at","7015"
"7233","207200_at","5009"
"7234","207201_s_at","6580"
"7235","207202_s_at","8856"
"7236","207203_s_at","8856"
"7237","207204_at","25794"
"7238","207205_at","1089"
"7239","207206_s_at","239"
"7240","207207_at","27288"
"7241","207208_at","27288"
"7242","207209_at","1068"
"7243","207210_at","2556"
"7244","207211_at","9099"
"7245","207212_at","6550"
"7246","207213_s_at","9099"
"7247","207214_at","27290"
"7248","207215_at","25774"
"7249","207216_at","944"
"7250","207217_s_at","27035"
"7251","207218_at","2158"
"7252","207219_at","65243"
"7253","207220_at","420"
"7254","207221_at","9002"
"7255","207222_at","8399"
"7256","207222_at","100652777"
"7257","207223_s_at","9991"
"7258","207224_s_at","27036"
"7259","207225_at","15"
"7260","207226_at","8341"
"7261","207227_x_at","10739"
"7262","207228_at","5568"
"7263","207229_at","10748"
"7264","207230_at","50937"
"7265","207231_at","9666"
"7266","207232_s_at","9666"
"7267","207233_s_at","4286"
"7268","207234_at","5991"
"7269","207235_s_at","2915"
"7270","207236_at","25850"
"7271","207237_at","3738"
"7272","207238_s_at","5788"
"7273","207239_s_at","5127"
"7274","207240_s_at","3973"
"7275","207241_at","10141"
"7276","207242_s_at","2897"
"7277","207243_s_at","805"
"7278","207243_s_at","801"
"7279","207243_s_at","808"
"7280","207244_x_at","1548"
"7281","207245_at","7367"
"7282","207246_at","7544"
"7283","207247_s_at","7544"
"7284","207247_s_at","7543"
"7285","207248_at","3739"
"7286","207249_s_at","9153"
"7287","207250_at","4990"
"7288","207251_at","4225"
"7289","207252_at","8552"
"7290","207253_s_at","29855"
"7291","207254_at","6564"
"7292","207255_at","3953"
"7293","207255_at","54741"
"7294","207256_at","4153"
"7295","207257_at","2056"
"7296","207258_at","10281"
"7297","207259_at","55018"
"7298","207260_at","54738"
"7299","207261_at","1261"
"7300","207262_at","319"
"7301","207263_x_at","55591"
"7302","207264_at","11015"
"7303","207265_s_at","11015"
"7304","207266_x_at","5937"
"7305","207267_s_at","53820"
"7306","207268_x_at","10152"
"7307","207269_at","1669"
"7308","207270_x_at","10871"
"7309","207271_x_at","10407"
"7310","207271_x_at","653423"
"7311","207272_at","7634"
"7313","207274_at","1145"
"7314","207275_s_at","2180"
"7315","207276_at","1038"
"7316","207277_at","30835"
"7317","207278_s_at","30835"
"7318","207279_s_at","10529"
"7319","207280_at","100852405"
"7320","207281_x_at","51480"
"7321","207282_s_at","4656"
"7322","207283_at","56969"
"7323","207284_s_at","444"
"7324","207285_x_at","1444"
"7325","207286_at","9662"
"7326","207287_at","80094"
"7327","207288_at","80161"
"7328","207289_at","64386"
"7329","207290_at","5362"
"7330","207291_at","79056"
"7331","207292_s_at","5598"
"7332","207293_s_at","186"
"7333","207294_at","186"
"7334","207295_at","6340"
"7335","207296_at","79175"
"7336","207298_at","10786"
"7337","207299_s_at","2911"
"7338","207300_s_at","2155"
"7339","207301_at","1946"
"7340","207302_at","6445"
"7341","207303_at","5137"
"7342","207304_at","7596"
"7343","207305_s_at","22878"
"7344","207306_at","6939"
"7345","207307_at","3358"
"7346","207308_at","6579"
"7347","207309_at","4842"
"7348","207310_s_at","4842"
"7349","207311_at","8447"
"7350","207312_at","5260"
"7351","207313_x_at","3812"
"7352","207313_x_at","3811"
"7353","207314_x_at","3812"
"7354","207314_x_at","3811"
"7355","207315_at","10666"
"7356","207316_at","3036"
"7357","207317_s_at","845"
"7358","207318_s_at","8621"
"7359","207319_s_at","8621"
"7360","207320_x_at","6780"
"7361","207321_s_at","23457"
"7362","207322_at","6453"
"7363","207323_s_at","4155"
"7364","207324_s_at","1823"
"7365","207325_x_at","4100"
"7366","207326_at","685"
"7367","207327_at","2070"
"7368","207328_at","246"
"7369","207329_at","4317"
"7370","207330_at","5858"
"7371","207331_at","1063"
"7372","207332_s_at","7037"
"7373","207333_at","4829"
"7374","207334_s_at","7048"
"7375","207335_x_at","521"
"7376","207336_at","6660"
"7377","207337_at","30848"
"7378","207338_s_at","7752"
"7379","207339_s_at","4050"
"7380","207341_at","5657"
"7381","207342_at","1258"
"7382","207343_at","57151"
"7383","207344_at","10566"
"7384","207345_at","10468"
"7385","207346_at","2054"
"7386","207347_at","2074"
"7387","207348_s_at","3980"
"7388","207349_s_at","7352"
"7389","207350_s_at","8674"
"7390","207351_s_at","9047"
"7391","207352_s_at","2561"
"7392","207353_s_at","3166"
"7393","207354_at","6360"
"7394","207355_at","6512"
"7395","207356_at","1673"
"7396","207356_at","100289462"
"7397","207357_s_at","55568"
"7398","207358_x_at","23499"
"7399","207359_at","10645"
"7400","207360_s_at","4923"
"7401","207361_at","26959"
"7402","207362_at","7782"
"7403","207363_at","6247"
"7404","207364_at","1527"
"7405","207365_x_at","9736"
"7406","207366_at","3787"
"7407","207367_at","479"
"7408","207368_at","3352"
"7409","207369_at","680"
"7410","207370_at","3381"
"7412","207372_s_at","954"
"7413","207373_at","3236"
"7414","207374_at","57047"
"7415","207375_s_at","3601"
"7416","207376_at","27287"
"7417","207377_at","80316"
"7418","207378_at","11181"
"7419","207379_at","10085"
"7420","207380_x_at","27035"
"7421","207381_at","242"
"7422","207382_at","8626"
"7423","207383_s_at","9028"
"7424","207384_at","8993"
"7425","207385_at","51270"
"7426","207386_at","9420"
"7427","207387_s_at","2710"
"7428","207388_s_at","9536"
"7429","207389_at","2811"
"7430","207390_s_at","6525"
"7431","207391_s_at","8394"
"7432","207392_x_at","7366"
"7433","207393_at","3062"
"7434","207394_at","7696"
"7435","207395_at","696"
"7436","207396_s_at","10195"
"7437","207397_s_at","3239"
"7438","207398_at","3239"
"7439","207399_at","8419"
"7440","207400_at","4889"
"7441","207401_at","5629"
"7442","207402_at","7691"
"7443","207403_at","8471"
"7444","207404_s_at","3354"
"7445","207405_s_at","5884"
"7446","207406_at","1581"
"7447","207407_x_at","1579"
"7448","207408_at","9389"
"7449","207409_at","3950"
"7450","207410_s_at","3196"
"7451","207412_x_at","1057"
"7452","207413_s_at","6331"
"7453","207414_s_at","5046"
"7454","207414_s_at","100507472"
"7455","207415_at","22925"
"7456","207416_s_at","4775"
"7457","207417_s_at","7730"
"7458","207417_s_at","100529215"
"7459","207418_s_at","8528"
"7460","207419_s_at","5880"
"7461","207420_at","10584"
"7462","207421_at","763"
"7463","207422_at","8748"
"7464","207423_s_at","8748"
"7465","207424_at","4617"
"7466","207425_s_at","10801"
"7467","207426_s_at","7292"
"7468","207427_at","49"
"7469","207428_x_at","984"
"7470","207428_x_at","728642"
"7471","207429_at","6582"
"7472","207430_s_at","4477"
"7473","207431_s_at","8560"
"7474","207432_at","54831"
"7475","207433_at","3586"
"7476","207434_s_at","486"
"7477","207434_s_at","100533181"
"7478","207435_s_at","23524"
"7479","207436_x_at","10580"
"7480","207437_at","4857"
"7481","207438_s_at","10073"
"7482","207439_s_at","7355"
"7483","207440_at","7355"
"7484","207441_at","10879"
"7485","207442_at","1440"
"7486","207443_at","7101"
"7487","207444_at","9390"
"7488","207445_s_at","10803"
"7489","207446_at","10333"
"7490","207447_s_at","25834"
"7491","207448_at","23275"
"7492","207449_s_at","23275"
"7493","207450_s_at","11281"
"7494","207451_at","26257"
"7495","207452_s_at","53942"
"7496","207453_s_at","25822"
"7497","207454_at","2899"
"7498","207455_at","5028"
"7499","207456_at","3174"
"7500","207457_s_at","58530"
"7501","207457_s_at","259215"
"7502","207458_at","78998"
"7503","207459_x_at","2994"
"7504","207460_at","3004"
"7506","207462_at","2742"
"7507","207463_x_at","5646"
"7508","207464_at","10768"
"7510","207466_at","51083"
"7511","207467_x_at","831"
"7512","207468_s_at","6425"
"7513","207469_s_at","8544"
"7515","207471_at","57038"
"7516","207472_at","57038"
"7517","207473_at","4295"
"7518","207474_at","54861"
"7519","207475_at","2169"
"7524","207480_s_at","4212"
"7526","207482_at","27296"
"7527","207483_s_at","55832"
"7528","207484_s_at","10919"
"7529","207485_x_at","11119"
"7530","207486_x_at","1124"
"7533","207489_at","80052"
"7534","207490_at","80086"
"7535","207491_at","80168"
"7536","207492_at","55768"
"7537","207493_x_at","6757"
"7538","207493_x_at","727837"
"7539","207494_s_at","7629"
"7540","207495_at","9364"
"7541","207496_at","2206"
"7542","207497_s_at","2206"
"7543","207498_s_at","1565"
"7544","207498_s_at","1564"
"7545","207498_s_at","101929829"
"7546","207499_x_at","55898"
"7547","207500_at","838"
"7548","207501_s_at","2257"
"7549","207502_at","2981"
"7550","207503_at","6953"
"7551","207504_at","766"
"7552","207505_at","5593"
"7553","207506_at","10539"
"7554","207507_s_at","518"
"7555","207508_at","518"
"7556","207509_s_at","3904"
"7557","207510_at","623"
"7558","207511_s_at","27013"
"7559","207513_s_at","7743"
"7560","207514_s_at","2779"
"7561","207515_s_at","9533"
"7562","207516_at","1143"
"7563","207517_at","3918"
"7564","207518_at","8526"
"7565","207519_at","6532"
"7566","207520_at","6738"
"7567","207521_s_at","489"
"7568","207522_s_at","489"
"7569","207523_at","10665"
"7570","207524_at","7982"
"7571","207524_at","93655"
"7572","207524_at","102466616"
"7573","207525_s_at","10755"
"7574","207526_s_at","9173"
"7575","207527_at","3765"
"7576","207528_s_at","23657"
"7577","207529_at","1670"
"7578","207530_s_at","1030"
"7579","207531_at","1420"
"7580","207532_at","1421"
"7581","207533_at","6346"
"7582","207534_at","4112"
"7583","207535_s_at","4791"
"7584","207536_s_at","3604"
"7585","207537_at","5207"
"7586","207538_at","3565"
"7587","207539_s_at","3565"
"7588","207540_s_at","6850"
"7589","207541_s_at","5394"
"7590","207542_s_at","358"
"7591","207543_s_at","5033"
"7592","207544_s_at","130"
"7593","207545_s_at","8650"
"7594","207545_s_at","101928143"
"7595","207546_at","496"
"7596","207547_s_at","11170"
"7597","207548_at","2917"
"7598","207549_x_at","4179"
"7599","207550_at","4352"
"7600","207551_s_at","10943"
"7601","207552_at","517"
"7602","207553_at","4986"
"7603","207554_x_at","6915"
"7604","207555_s_at","6915"
"7605","207556_s_at","8525"
"7606","207557_s_at","6262"
"7607","207558_s_at","5308"
"7608","207559_s_at","9203"
"7609","207560_at","9154"
"7610","207561_s_at","9311"
"7611","207561_s_at","11194"
"7612","207562_at","1609"
"7613","207563_s_at","8473"
"7614","207564_x_at","8473"
"7615","207565_s_at","3140"
"7616","207566_at","3140"
"7617","207567_at","9058"
"7618","207568_at","8973"
"7619","207569_at","6098"
"7620","207570_at","6473"
"7621","207571_x_at","9473"
"7622","207572_at","84288"
"7623","207573_x_at","10632"
"7624","207574_s_at","4616"
"7625","207575_at","55889"
"7626","207575_at","342096"
"7627","207576_x_at","5020"
"7628","207577_at","3360"
"7629","207578_s_at","3360"
"7630","207579_at","4114"
"7631","207580_at","4115"
"7632","207581_s_at","4115"
"7633","207582_at","5301"
"7634","207583_at","225"
"7635","207584_at","4018"
"7636","207585_s_at","6166"
"7637","207586_at","6469"
"7638","207587_at","1418"
"7640","207589_at","147"
"7641","207590_s_at","2491"
"7642","207591_s_at","8289"
"7643","207592_s_at","610"
"7644","207593_at","64137"
"7645","207594_s_at","8867"
"7646","207595_s_at","649"
"7647","207596_at","353189"
"7648","207597_at","8749"
"7649","207598_x_at","7516"
"7650","207599_at","9313"
"7651","207600_at","3748"
"7652","207601_at","27284"
"7653","207602_at","9407"
"7654","207603_at","9497"
"7655","207604_s_at","9497"
"7656","207605_x_at","51351"
"7657","207606_s_at","94134"
"7658","207607_at","430"
"7659","207608_x_at","1544"
"7660","207609_s_at","1544"
"7661","207610_s_at","30817"
"7662","207611_at","8340"
"7663","207612_at","7479"
"7664","207613_s_at","815"
"7665","207614_s_at","8454"
"7666","207615_s_at","750"
"7667","207616_s_at","10010"
"7668","207617_at","1654"
"7669","207618_s_at","617"
"7670","207619_at","3061"
"7671","207620_s_at","8573"
"7672","207621_s_at","10400"
"7673","207622_s_at","10061"
"7674","207623_at","10061"
"7675","207624_s_at","6103"
"7676","207625_s_at","9139"
"7677","207626_s_at","6542"
"7678","207627_s_at","7024"
"7679","207628_s_at","114049"
"7680","207629_s_at","9181"
"7681","207630_s_at","1390"
"7682","207631_at","10230"
"7683","207632_at","4593"
"7684","207633_s_at","4593"
"7685","207634_at","5133"
"7686","207635_s_at","3756"
"7687","207636_at","5276"
"7688","207637_at","9671"
"7689","207638_at","5651"
"7690","207639_at","8326"
"7691","207640_x_at","4917"
"7692","207641_at","23495"
"7693","207642_at","3060"
"7694","207643_s_at","7132"
"7695","207644_at","8928"
"7696","207645_s_at","9557"
"7697","207646_s_at","9085"
"7698","207646_s_at","9426"
"7699","207646_s_at","203611"
"7700","207646_s_at","253175"
"7701","207647_at","9085"
"7702","207648_at","1821"
"7703","207649_at","8688"
"7704","207650_x_at","5731"
"7705","207651_at","29909"
"7706","207652_s_at","1240"
"7707","207653_at","2306"
"7708","207654_x_at","1810"
"7709","207655_s_at","29760"
"7710","207656_s_at","51"
"7711","207657_x_at","3842"
"7712","207658_s_at","2290"
"7713","207659_s_at","4336"
"7714","207660_at","1756"
"7715","207661_s_at","9644"
"7716","207662_at","6899"
"7718","207664_at","2515"
"7719","207665_at","8747"
"7720","207666_x_at","10214"
"7721","207667_s_at","5606"
"7722","207667_s_at","100996792"
"7723","207668_x_at","10130"
"7724","207669_at","3889"
"7725","207670_at","3891"
"7726","207671_s_at","7439"
"7727","207672_at","5992"
"7728","207673_at","4868"
"7729","207674_at","2204"
"7730","207675_x_at","9048"
"7731","207676_at","9480"
"7732","207677_s_at","4689"
"7733","207678_s_at","11063"
"7734","207679_at","5077"
"7735","207680_x_at","5077"
"7736","207681_at","2833"
"7737","207682_s_at","3834"
"7738","207683_at","8456"
"7739","207684_at","6911"
"7740","207685_at","1417"
"7741","207686_s_at","841"
"7742","207687_at","3626"
"7743","207688_s_at","3626"
"7744","207689_at","347853"
"7745","207690_at","257"
"7746","207691_x_at","953"
"7747","207692_s_at","176"
"7748","207693_at","785"
"7749","207694_at","5456"
"7750","207695_s_at","3547"
"7751","207696_at","10690"
"7752","207697_x_at","10288"
"7753","207698_at","26238"
"7754","207699_at","85446"
"7755","207700_s_at","8202"
"7756","207701_at","25775"
"7757","207702_s_at","9863"
"7758","207703_at","22829"
"7759","207704_s_at","8522"
"7760","207705_s_at","22981"
"7761","207706_at","7399"
"7762","207707_s_at","6396"
"7763","207708_at","59344"
"7764","207709_at","5563"
"7765","207710_at","26239"
"7766","207711_at","140710"
"7767","207712_at","574"
"7768","207713_s_at","10616"
"7769","207714_s_at","871"
"7770","207715_at","1419"
"7771","207716_at","8687"
"7772","207717_s_at","5318"
"7773","207718_x_at","1549"
"7774","207719_x_at","9859"
"7775","207719_x_at","645455"
"7776","207720_at","4014"
"7777","207721_x_at","3094"
"7778","207722_s_at","55643"
"7779","207723_s_at","3823"
"7780","207724_s_at","6683"
"7781","207725_at","5458"
"7782","207726_at","2103"
"7783","207727_s_at","4595"
"7784","207728_at","55729"
"7785","207729_at","1007"
"7788","207732_s_at","1741"
"7789","207733_x_at","5678"
"7790","207734_at","54900"
"7791","207735_at","54941"
"7792","207736_s_at","7142"
"7794","207738_s_at","10787"
"7795","207739_s_at","2574"
"7796","207739_s_at","2543"
"7797","207739_s_at","2576"
"7798","207739_s_at","2577"
"7799","207739_s_at","2578"
"7800","207739_s_at","2579"
"7801","207739_s_at","26748"
"7802","207739_s_at","26749"
"7803","207739_s_at","645037"
"7804","207739_s_at","645051"
"7805","207739_s_at","645073"
"7806","207739_s_at","729396"
"7807","207739_s_at","729408"
"7808","207739_s_at","729422"
"7809","207739_s_at","729428"
"7810","207739_s_at","729431"
"7811","207739_s_at","729442"
"7812","207739_s_at","729447"
"7813","207739_s_at","100008586"
"7814","207739_s_at","100101629"
"7815","207739_s_at","100132399"
"7816","207740_s_at","23636"
"7817","207741_x_at","7177"
"7818","207742_s_at","2649"
"7821","207745_at","51475"
"7822","207746_at","10721"
"7823","207747_s_at","55715"
"7825","207749_s_at","5523"
"7828","207752_x_at","5542"
"7829","207753_at","57343"
"7830","207754_at","11228"
"7833","207757_at","80108"
"7835","207759_s_at","27185"
"7836","207759_s_at","100303453"
"7837","207760_s_at","9612"
"7838","207761_s_at","25840"
"7839","207762_at","80350"
"7840","207763_at","6276"
"7841","207764_s_at","10114"
"7842","207765_s_at","80256"
"7843","207766_at","8814"
"7844","207767_s_at","1961"
"7845","207768_at","1961"
"7846","207769_s_at","10084"
"7847","207770_x_at","1443"
"7848","207770_x_at","1442"
"7849","207771_at","6524"
"7850","207772_s_at","56341"
"7851","207773_x_at","64816"
"7852","207774_at","83734"
"7853","207775_at","79150"
"7854","207776_s_at","783"
"7855","207777_s_at","11262"
"7856","207778_at","5969"
"7858","207780_at","1539"
"7859","207781_s_at","7552"
"7860","207782_s_at","5663"
"7861","207783_x_at","10075"
"7862","207784_at","414"
"7863","207785_s_at","3516"
"7864","207786_at","120227"
"7865","207787_at","3884"
"7866","207788_s_at","10174"
"7867","207789_s_at","1804"
"7868","207790_at","55227"
"7869","207791_s_at","5861"
"7870","207792_at","4985"
"7871","207793_s_at","2035"
"7872","207794_at","729230"
"7873","207795_s_at","3824"
"7874","207796_x_at","3824"
"7875","207797_s_at","55805"
"7876","207798_s_at","11273"
"7877","207799_x_at","100131755"
"7878","207800_at","9495"
"7879","207801_s_at","9921"
"7880","207802_at","10321"
"7881","207803_s_at","1448"
"7882","207804_s_at","2220"
"7883","207805_s_at","5715"
"7884","207808_s_at","5627"
"7885","207809_s_at","537"
"7886","207810_at","2165"
"7887","207811_at","3859"
"7888","207812_s_at","26003"
"7889","207813_s_at","2232"
"7890","207814_at","1671"
"7891","207815_at","5197"
"7892","207816_at","3906"
"7893","207817_at","3467"
"7894","207818_s_at","3363"
"7895","207819_s_at","5244"
"7896","207820_at","124"
"7897","207821_s_at","5747"
"7898","207822_at","2260"
"7899","207823_s_at","199"
"7900","207824_s_at","4150"
"7901","207825_s_at","2692"
"7902","207826_s_at","3399"
"7903","207827_x_at","6622"
"7904","207828_s_at","1063"
"7905","207829_s_at","662"
"7906","207830_s_at","5511"
"7907","207831_x_at","1725"
"7908","207832_at","10458"
"7909","207833_s_at","3141"
"7910","207834_at","2192"
"7911","207835_at","2192"
"7912","207836_s_at","11030"
"7913","207837_at","11030"
"7914","207838_x_at","57326"
"7915","207839_s_at","51754"
"7916","207840_at","11126"
"7917","207841_at","54466"
"7918","207842_s_at","22794"
"7919","207842_s_at","102466986"
"7920","207843_x_at","1528"
"7921","207844_at","3596"
"7922","207845_s_at","10393"
"7923","207846_at","5449"
"7924","207847_s_at","4582"
"7925","207848_at","551"
"7926","207849_at","3558"
"7927","207850_at","2921"
"7928","207851_s_at","3643"
"7929","207852_at","6374"
"7930","207853_s_at","6620"
"7931","207854_at","2996"
"7932","207855_s_at","23155"
"7933","207856_s_at","55627"
"7934","207856_s_at","150776"
"7935","207857_at","11027"
"7936","207858_s_at","5313"
"7937","207859_s_at","1142"
"7938","207860_at","9437"
"7939","207861_at","6367"
"7940","207862_at","7379"
"7941","207863_at","141"
"7942","207864_at","6332"
"7943","207865_s_at","656"
"7944","207866_at","656"
"7945","207866_at","353500"
"7946","207867_at","5078"
"7947","207868_at","1135"
"7948","207869_s_at","8913"
"7949","207870_at","10142"
"7950","207871_s_at","7982"
"7951","207871_s_at","93655"
"7952","207871_s_at","102466616"
"7953","207872_s_at","11024"
"7954","207873_x_at","23544"
"7955","207874_s_at","10877"
"7957","207876_s_at","2318"
"7958","207877_s_at","4931"
"7959","207878_at","51350"
"7961","207880_at","4185"
"7964","207883_s_at","7036"
"7965","207884_at","3000"
"7966","207885_at","795"
"7967","207886_s_at","799"
"7968","207887_s_at","799"
"7970","207889_at","1757"
"7971","207890_s_at","64386"
"7972","207891_s_at","55559"
"7973","207891_s_at","11219"
"7974","207892_at","959"
"7975","207893_at","6736"
"7976","207894_s_at","27004"
"7977","207895_at","10004"
"7978","207896_s_at","9940"
"7979","207897_at","1395"
"7980","207899_at","2695"
"7981","207900_at","6361"
"7982","207901_at","3593"
"7983","207902_at","3568"
"7984","207904_s_at","4012"
"7985","207906_at","3562"
"7986","207907_at","8740"
"7987","207908_at","3849"
"7988","207909_x_at","57055"
"7989","207909_x_at","1617"
"7990","207909_x_at","57054"
"7991","207909_x_at","57135"
"7992","207910_at","10648"
"7993","207911_s_at","9333"
"7994","207912_s_at","1617"
"7995","207912_s_at","57054"
"7996","207912_s_at","57055"
"7997","207912_s_at","57135"
"7998","207913_at","1572"
"7999","207914_x_at","2128"
"8002","207917_at","25961"
"8003","207918_s_at","7258"
"8004","207918_s_at","728137"
"8005","207918_s_at","728395"
"8006","207918_s_at","728403"
"8007","207918_s_at","100289087"
"8008","207919_at","417"
"8009","207920_x_at","7543"
"8010","207921_x_at","7849"
"8011","207922_s_at","10296"
"8012","207923_x_at","7849"
"8013","207924_x_at","7849"
"8014","207925_at","1473"
"8015","207926_at","2814"
"8016","207927_at","3363"
"8017","207928_s_at","8001"
"8018","207929_at","2925"
"8019","207930_at","3933"
"8020","207931_s_at","5208"
"8021","207932_at","3445"
"8022","207933_at","7783"
"8023","207934_at","5988"
"8024","207935_s_at","3860"
"8025","207936_x_at","10738"
"8026","207937_x_at","2260"
"8027","207938_at","51050"
"8028","207939_x_at","10921"
"8029","207940_x_at","1268"
"8030","207941_s_at","9584"
"8031","207943_x_at","5325"
"8032","207944_at","4951"
"8033","207945_s_at","1453"
"8034","207946_at","55534"
"8035","207949_s_at","3382"
"8036","207950_s_at","288"
"8037","207951_at","1447"
"8038","207952_at","3567"
"8040","207954_at","2624"
"8041","207955_at","10850"
"8042","207956_x_at","23047"
"8043","207957_s_at","5579"
"8044","207958_at","10941"
"8045","207958_at","574537"
"8046","207959_s_at","1770"
"8048","207961_x_at","4629"
"8049","207962_at","11131"
"8050","207963_at","100505879"
"8051","207964_x_at","3441"
"8052","207965_at","50674"
"8053","207966_s_at","2734"
"8054","207967_at","11311"
"8055","207968_s_at","4208"
"8056","207969_x_at","56"
"8057","207971_s_at","23177"
"8058","207972_at","2741"
"8059","207973_x_at","56"
"8060","207974_s_at","6500"
"8061","207976_at","23276"
"8062","207977_s_at","1805"
"8063","207978_s_at","8013"
"8064","207979_s_at","926"
"8065","207980_s_at","10370"
"8066","207981_s_at","2104"
"8067","207982_at","3010"
"8068","207983_s_at","10735"
"8069","207984_s_at","4355"
"8071","207986_x_at","1534"
"8072","207987_s_at","2796"
"8073","207988_s_at","10109"
"8074","207989_at","4988"
"8075","207990_x_at","56"
"8076","207991_x_at","56"
"8077","207992_s_at","272"
"8078","207993_s_at","11261"
"8079","207994_s_at","4988"
"8080","207995_s_at","10332"
"8081","207996_s_at","753"
"8082","207998_s_at","776"
"8083","207999_s_at","104"
"8084","208000_at","2765"
"8085","208002_s_at","11332"
"8086","208003_s_at","10725"
"8087","208004_at","58503"
"8088","208005_at","9423"
"8089","208006_at","2299"
"8090","208007_at","23491"
"8091","208008_at","26083"
"8092","208009_s_at","27237"
"8093","208010_s_at","26191"
"8094","208011_at","26191"
"8095","208012_x_at","3431"
"8096","208013_s_at","56"
"8098","208015_at","4086"
"8099","208016_s_at","185"
"8100","208017_s_at","4168"
"8101","208018_s_at","3055"
"8102","208019_at","7712"
"8103","208020_s_at","775"
"8104","208021_s_at","5981"
"8105","208022_s_at","8555"
"8106","208023_at","7293"
"8107","208024_s_at","8214"
"8108","208024_s_at","85359"
"8109","208025_s_at","8091"
"8110","208026_at","8361"
"8111","208026_at","8369"
"8112","208027_s_at","7093"
"8113","208028_s_at","2880"
"8114","208029_s_at","55353"
"8115","208030_s_at","118"
"8116","208031_s_at","5990"
"8117","208032_s_at","2892"
"8118","208033_s_at","463"
"8119","208034_s_at","8858"
"8120","208035_at","2916"
"8121","208036_at","611"
"8122","208037_s_at","8174"
"8123","208038_at","8808"
"8124","208039_at","6549"
"8125","208040_s_at","4607"
"8126","208041_at","6011"
"8127","208042_at","55109"
"8129","208044_s_at","5467"
"8131","208046_at","8359"
"8132","208047_s_at","4664"
"8133","208048_at","6869"
"8134","208049_s_at","6869"
"8135","208050_s_at","835"
"8136","208051_s_at","10605"
"8137","208052_x_at","1084"
"8138","208053_at","2986"
"8139","208054_at","26091"
"8140","208055_s_at","26091"
"8141","208056_s_at","863"
"8142","208057_s_at","2736"
"8143","208058_s_at","4248"
"8144","208059_at","1237"
"8145","208060_at","5081"
"8147","208062_s_at","9542"
"8148","208063_s_at","10753"
"8149","208064_s_at","51046"
"8150","208065_at","51046"
"8151","208066_s_at","2959"
"8152","208067_x_at","7404"
"8153","208068_x_at","2688"
"8154","208068_x_at","1442"
"8155","208068_x_at","1444"
"8156","208068_x_at","2689"
"8157","208069_x_at","2688"
"8158","208069_x_at","1442"
"8159","208069_x_at","1444"
"8160","208069_x_at","2689"
"8161","208070_s_at","5980"
"8162","208071_s_at","3903"
"8163","208072_s_at","8527"
"8164","208073_x_at","7267"
"8165","208073_x_at","286495"
"8166","208074_s_at","1175"
"8167","208075_s_at","6354"
"8168","208076_at","8360"
"8170","208078_s_at","6935"
"8171","208078_s_at","150094"
"8172","208079_s_at","6790"
"8173","208080_at","6790"
"8174","208081_s_at","79973"
"8176","208083_s_at","3694"
"8177","208083_s_at","100505984"
"8178","208084_at","3694"
"8179","208084_at","100505984"
"8180","208085_s_at","395"
